2025-05-09 16:19:52,564 - INFO - Starting epoch 1
2025-05-09 16:19:54,541 - INFO - Speed: 24.36 samples/sec, Loss: 32.1928, Accuracy: 0.0000, Learning Rate: 0.100000, Epoch: 1, Global Step: 1
2025-05-09 16:20:00,817 - INFO - Speed: 418.88 samples/sec, Loss: 27.7495, Accuracy: 0.0000, Learning Rate: 0.100000, Epoch: 1, Global Step: 12
2025-05-09 16:20:01,365 - INFO - Speed: 414.81 samples/sec, Loss: 30.3135, Accuracy: 0.0625, Learning Rate: 0.100000, Epoch: 1, Global Step: 13
2025-05-09 16:20:01,926 - INFO - Speed: 360.78 samples/sec, Loss: 31.8958, Accuracy: 0.0312, Learning Rate: 0.100000, Epoch: 1, Global Step: 14
2025-05-09 16:20:02,557 - INFO - Speed: 306.65 samples/sec, Loss: 28.1956, Accuracy: 0.0312, Learning Rate: 0.100000, Epoch: 1, Global Step: 15
2025-05-09 16:20:03,183 - INFO - Speed: 253.20 samples/sec, Loss: 29.6457, Accuracy: 0.0312, Learning Rate: 0.100000, Epoch: 1, Global Step: 16
2025-05-09 16:20:03,768 - INFO - Speed: 284.01 samples/sec, Loss: 29.4516, Accuracy: 0.0625, Learning Rate: 0.100000, Epoch: 1, Global Step: 17
2025-05-09 16:20:04,338 - INFO - Speed: 274.00 samples/sec, Loss: 21.7620, Accuracy: 0.0625, Learning Rate: 0.100000, Epoch: 1, Global Step: 18
2025-05-09 16:20:04,993 - INFO - Speed: 225.49 samples/sec, Loss: 23.9955, Accuracy: 0.0312, Learning Rate: 0.100000, Epoch: 1, Global Step: 19
2025-05-09 16:20:05,768 - INFO - Speed: 388.60 samples/sec, Loss: 23.4587, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 20
2025-05-09 16:20:06,371 - INFO - Speed: 329.59 samples/sec, Loss: 25.0010, Accuracy: 0.0938, Learning Rate: 0.100000, Epoch: 1, Global Step: 21
2025-05-09 16:20:07,050 - INFO - Speed: 325.45 samples/sec, Loss: 25.4338, Accuracy: 0.1250, Learning Rate: 0.100000, Epoch: 1, Global Step: 22
2025-05-09 16:20:07,647 - INFO - Speed: 383.38 samples/sec, Loss: 20.5983, Accuracy: 0.1875, Learning Rate: 0.100000, Epoch: 1, Global Step: 23
2025-05-09 16:20:08,287 - INFO - Speed: 401.49 samples/sec, Loss: 27.3744, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 24
2025-05-09 16:20:08,886 - INFO - Speed: 394.90 samples/sec, Loss: 20.7035, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 25
2025-05-09 16:20:09,446 - INFO - Speed: 408.12 samples/sec, Loss: 24.3151, Accuracy: 0.1250, Learning Rate: 0.100000, Epoch: 1, Global Step: 26
2025-05-09 16:20:09,989 - INFO - Speed: 417.52 samples/sec, Loss: 23.3236, Accuracy: 0.2188, Learning Rate: 0.100000, Epoch: 1, Global Step: 27
2025-05-09 16:20:10,570 - INFO - Speed: 416.66 samples/sec, Loss: 24.4611, Accuracy: 0.1250, Learning Rate: 0.100000, Epoch: 1, Global Step: 28
2025-05-09 16:20:11,132 - INFO - Speed: 409.45 samples/sec, Loss: 19.0444, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 29
2025-05-09 16:20:11,714 - INFO - Speed: 337.39 samples/sec, Loss: 20.1509, Accuracy: 0.2188, Learning Rate: 0.100000, Epoch: 1, Global Step: 30
2025-05-09 16:20:12,306 - INFO - Speed: 336.93 samples/sec, Loss: 26.1305, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 31
2025-05-09 16:20:12,842 - INFO - Speed: 367.31 samples/sec, Loss: 21.3484, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 32
2025-05-09 16:20:13,385 - INFO - Speed: 391.85 samples/sec, Loss: 28.4701, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 33
2025-05-09 16:20:13,951 - INFO - Speed: 396.69 samples/sec, Loss: 26.0595, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 34
2025-05-09 16:20:14,530 - INFO - Speed: 411.89 samples/sec, Loss: 18.0911, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 35
2025-05-09 16:20:15,063 - INFO - Speed: 414.83 samples/sec, Loss: 18.6836, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 36
2025-05-09 16:20:15,616 - INFO - Speed: 352.66 samples/sec, Loss: 18.4023, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 37
2025-05-09 16:20:16,186 - INFO - Speed: 392.02 samples/sec, Loss: 19.2912, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 38
2025-05-09 16:20:16,762 - INFO - Speed: 396.31 samples/sec, Loss: 26.5900, Accuracy: 0.0938, Learning Rate: 0.100000, Epoch: 1, Global Step: 39
2025-05-09 16:20:17,307 - INFO - Speed: 412.86 samples/sec, Loss: 18.3280, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 40
2025-05-09 16:20:17,855 - INFO - Speed: 401.84 samples/sec, Loss: 21.5346, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 41
2025-05-09 16:20:18,411 - INFO - Speed: 406.89 samples/sec, Loss: 18.7637, Accuracy: 0.1875, Learning Rate: 0.100000, Epoch: 1, Global Step: 42
2025-05-09 16:20:18,956 - INFO - Speed: 408.00 samples/sec, Loss: 18.4237, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 43
2025-05-09 16:20:19,490 - INFO - Speed: 405.66 samples/sec, Loss: 13.8532, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 44
2025-05-09 16:20:20,059 - INFO - Speed: 366.88 samples/sec, Loss: 22.9326, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 45
2025-05-09 16:20:20,600 - INFO - Speed: 397.91 samples/sec, Loss: 15.4765, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 46
2025-05-09 16:20:21,249 - INFO - Speed: 399.22 samples/sec, Loss: 14.6899, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 47
2025-05-09 16:20:21,794 - INFO - Speed: 395.76 samples/sec, Loss: 21.6978, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 48
2025-05-09 16:20:22,365 - INFO - Speed: 401.46 samples/sec, Loss: 13.5651, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 49
2025-05-09 16:20:22,901 - INFO - Speed: 416.21 samples/sec, Loss: 11.6005, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 50
2025-05-09 16:20:23,451 - INFO - Speed: 423.13 samples/sec, Loss: 22.1205, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 51
2025-05-09 16:20:24,018 - INFO - Speed: 362.92 samples/sec, Loss: 22.0681, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 52
2025-05-09 16:20:24,579 - INFO - Speed: 392.47 samples/sec, Loss: 19.3297, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 53
2025-05-09 16:20:25,145 - INFO - Speed: 394.32 samples/sec, Loss: 21.5467, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 54
2025-05-09 16:20:25,705 - INFO - Speed: 409.62 samples/sec, Loss: 20.8020, Accuracy: 0.2188, Learning Rate: 0.100000, Epoch: 1, Global Step: 55
2025-05-09 16:20:26,275 - INFO - Speed: 400.14 samples/sec, Loss: 25.4408, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 56
2025-05-09 16:20:26,802 - INFO - Speed: 411.14 samples/sec, Loss: 19.5343, Accuracy: 0.1875, Learning Rate: 0.100000, Epoch: 1, Global Step: 57
2025-05-09 16:20:27,330 - INFO - Speed: 405.19 samples/sec, Loss: 19.0214, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 58
2025-05-09 16:20:27,889 - INFO - Speed: 409.55 samples/sec, Loss: 16.1997, Accuracy: 0.1875, Learning Rate: 0.100000, Epoch: 1, Global Step: 59
2025-05-09 16:20:28,463 - INFO - Speed: 362.87 samples/sec, Loss: 14.5524, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 60
2025-05-09 16:20:29,056 - INFO - Speed: 398.09 samples/sec, Loss: 24.8191, Accuracy: 0.1250, Learning Rate: 0.100000, Epoch: 1, Global Step: 61
2025-05-09 16:20:29,614 - INFO - Speed: 414.21 samples/sec, Loss: 26.1804, Accuracy: 0.0938, Learning Rate: 0.100000, Epoch: 1, Global Step: 62
2025-05-09 16:20:30,178 - INFO - Speed: 395.75 samples/sec, Loss: 13.5725, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 63
2025-05-09 16:20:30,715 - INFO - Speed: 410.66 samples/sec, Loss: 25.2933, Accuracy: 0.1875, Learning Rate: 0.100000, Epoch: 1, Global Step: 64
2025-05-09 16:20:31,251 - INFO - Speed: 414.92 samples/sec, Loss: 13.6977, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 65
2025-05-09 16:20:31,802 - INFO - Speed: 405.72 samples/sec, Loss: 20.1806, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 66
2025-05-09 16:20:32,370 - INFO - Speed: 370.42 samples/sec, Loss: 21.2486, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 67
2025-05-09 16:20:32,936 - INFO - Speed: 346.05 samples/sec, Loss: 17.9104, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 68
2025-05-09 16:20:33,524 - INFO - Speed: 291.52 samples/sec, Loss: 19.4168, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 69
2025-05-09 16:20:34,112 - INFO - Speed: 264.73 samples/sec, Loss: 17.1999, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 70
2025-05-09 16:20:34,660 - INFO - Speed: 343.53 samples/sec, Loss: 16.1546, Accuracy: 0.1562, Learning Rate: 0.100000, Epoch: 1, Global Step: 71
2025-05-09 16:20:35,202 - INFO - Speed: 396.41 samples/sec, Loss: 12.4531, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 72
2025-05-09 16:20:35,740 - INFO - Speed: 384.85 samples/sec, Loss: 16.2310, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 73
2025-05-09 16:20:36,309 - INFO - Speed: 384.82 samples/sec, Loss: 16.3145, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 74
2025-05-09 16:20:36,908 - INFO - Speed: 378.47 samples/sec, Loss: 21.0808, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 75
2025-05-09 16:20:37,571 - INFO - Speed: 303.73 samples/sec, Loss: 14.1832, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 76
2025-05-09 16:20:38,281 - INFO - Speed: 299.87 samples/sec, Loss: 15.3843, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 77
2025-05-09 16:20:38,947 - INFO - Speed: 406.57 samples/sec, Loss: 15.0703, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 78
2025-05-09 16:20:39,721 - INFO - Speed: 380.16 samples/sec, Loss: 20.2886, Accuracy: 0.2188, Learning Rate: 0.100000, Epoch: 1, Global Step: 79
2025-05-09 16:20:40,309 - INFO - Speed: 365.08 samples/sec, Loss: 19.4919, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 80
2025-05-09 16:20:40,878 - INFO - Speed: 298.28 samples/sec, Loss: 17.0416, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 81
2025-05-09 16:20:41,448 - INFO - Speed: 399.28 samples/sec, Loss: 15.0569, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 82
2025-05-09 16:20:42,030 - INFO - Speed: 381.73 samples/sec, Loss: 16.1031, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 83
2025-05-09 16:20:42,802 - INFO - Speed: 378.91 samples/sec, Loss: 10.4210, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 84
2025-05-09 16:20:43,450 - INFO - Speed: 423.96 samples/sec, Loss: 18.7653, Accuracy: 0.2188, Learning Rate: 0.100000, Epoch: 1, Global Step: 85
2025-05-09 16:20:44,009 - INFO - Speed: 423.96 samples/sec, Loss: 7.9071, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 86
2025-05-09 16:20:44,649 - INFO - Speed: 426.50 samples/sec, Loss: 17.0439, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 87
2025-05-09 16:20:45,329 - INFO - Speed: 322.91 samples/sec, Loss: 15.0848, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 88
2025-05-09 16:20:45,904 - INFO - Speed: 365.66 samples/sec, Loss: 19.8874, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 89
2025-05-09 16:20:46,473 - INFO - Speed: 330.85 samples/sec, Loss: 14.0202, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 90
2025-05-09 16:20:47,018 - INFO - Speed: 385.55 samples/sec, Loss: 19.5979, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 91
2025-05-09 16:20:47,578 - INFO - Speed: 386.99 samples/sec, Loss: 14.8913, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 92
2025-05-09 16:20:48,147 - INFO - Speed: 405.21 samples/sec, Loss: 23.0975, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 93
2025-05-09 16:20:48,695 - INFO - Speed: 412.03 samples/sec, Loss: 11.1896, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 94
2025-05-09 16:20:49,344 - INFO - Speed: 381.74 samples/sec, Loss: 17.5891, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 95
2025-05-09 16:20:50,083 - INFO - Speed: 313.52 samples/sec, Loss: 20.3725, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 96
2025-05-09 16:20:50,732 - INFO - Speed: 380.64 samples/sec, Loss: 16.6339, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 97
2025-05-09 16:20:51,371 - INFO - Speed: 385.30 samples/sec, Loss: 17.9509, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 98
2025-05-09 16:20:52,055 - INFO - Speed: 409.74 samples/sec, Loss: 15.2862, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 99
2025-05-09 16:20:52,638 - INFO - Speed: 410.54 samples/sec, Loss: 21.7303, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 100
2025-05-09 16:20:53,258 - INFO - Speed: 413.78 samples/sec, Loss: 17.6485, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 101
2025-05-09 16:20:53,936 - INFO - Speed: 400.89 samples/sec, Loss: 14.1642, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 102
2025-05-09 16:20:54,558 - INFO - Speed: 440.45 samples/sec, Loss: 14.7966, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 103
2025-05-09 16:20:55,110 - INFO - Speed: 432.69 samples/sec, Loss: 16.8857, Accuracy: 0.2812, Learning Rate: 0.100000, Epoch: 1, Global Step: 104
2025-05-09 16:20:55,689 - INFO - Speed: 333.59 samples/sec, Loss: 19.1738, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 105
2025-05-09 16:20:56,406 - INFO - Speed: 377.47 samples/sec, Loss: 12.8596, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 106
2025-05-09 16:20:57,093 - INFO - Speed: 401.08 samples/sec, Loss: 11.1726, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 107
2025-05-09 16:20:57,702 - INFO - Speed: 400.87 samples/sec, Loss: 17.3602, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 108
2025-05-09 16:20:58,383 - INFO - Speed: 336.18 samples/sec, Loss: 15.3800, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 109
2025-05-09 16:20:58,972 - INFO - Speed: 379.98 samples/sec, Loss: 16.7225, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 110
2025-05-09 16:20:59,556 - INFO - Speed: 399.07 samples/sec, Loss: 21.6377, Accuracy: 0.2500, Learning Rate: 0.100000, Epoch: 1, Global Step: 111
2025-05-09 16:21:00,131 - INFO - Speed: 386.85 samples/sec, Loss: 18.7057, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 112
2025-05-09 16:21:00,701 - INFO - Speed: 391.01 samples/sec, Loss: 10.8858, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 113
2025-05-09 16:21:01,255 - INFO - Speed: 365.00 samples/sec, Loss: 14.9012, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 114
2025-05-09 16:21:01,771 - INFO - Speed: 389.62 samples/sec, Loss: 9.0882, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 115
2025-05-09 16:21:02,283 - INFO - Speed: 399.37 samples/sec, Loss: 10.9714, Accuracy: 0.5312, Learning Rate: 0.100000, Epoch: 1, Global Step: 116
2025-05-09 16:21:02,784 - INFO - Speed: 396.90 samples/sec, Loss: 13.2717, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 117
2025-05-09 16:21:03,344 - INFO - Speed: 398.61 samples/sec, Loss: 11.2712, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 118
2025-05-09 16:21:03,975 - INFO - Speed: 361.96 samples/sec, Loss: 17.9125, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 119
2025-05-09 16:21:04,644 - INFO - Speed: 432.59 samples/sec, Loss: 12.1351, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 120
2025-05-09 16:21:05,259 - INFO - Speed: 359.19 samples/sec, Loss: 13.7169, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 121
2025-05-09 16:21:05,867 - INFO - Speed: 417.53 samples/sec, Loss: 15.3913, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 122
2025-05-09 16:21:06,467 - INFO - Speed: 427.74 samples/sec, Loss: 13.2996, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 123
2025-05-09 16:21:07,101 - INFO - Speed: 425.82 samples/sec, Loss: 14.0114, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 124
2025-05-09 16:21:07,711 - INFO - Speed: 436.15 samples/sec, Loss: 18.4314, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 125
2025-05-09 16:21:08,323 - INFO - Speed: 398.96 samples/sec, Loss: 16.5741, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 126
2025-05-09 16:21:08,913 - INFO - Speed: 287.83 samples/sec, Loss: 17.1711, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 127
2025-05-09 16:21:09,488 - INFO - Speed: 296.98 samples/sec, Loss: 18.5820, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 128
2025-05-09 16:21:10,108 - INFO - Speed: 375.33 samples/sec, Loss: 18.8995, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 129
2025-05-09 16:21:10,677 - INFO - Speed: 370.97 samples/sec, Loss: 18.6738, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 130
2025-05-09 16:21:11,220 - INFO - Speed: 397.60 samples/sec, Loss: 15.8009, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 131
2025-05-09 16:21:11,773 - INFO - Speed: 417.52 samples/sec, Loss: 8.0104, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 132
2025-05-09 16:21:12,353 - INFO - Speed: 416.07 samples/sec, Loss: 17.0626, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 133
2025-05-09 16:21:12,943 - INFO - Speed: 420.05 samples/sec, Loss: 16.4692, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 134
2025-05-09 16:21:13,511 - INFO - Speed: 352.77 samples/sec, Loss: 12.1503, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 135
2025-05-09 16:21:14,093 - INFO - Speed: 331.61 samples/sec, Loss: 16.1867, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 136
2025-05-09 16:21:14,696 - INFO - Speed: 356.15 samples/sec, Loss: 12.2312, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 137
2025-05-09 16:21:15,294 - INFO - Speed: 358.86 samples/sec, Loss: 20.5192, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 138
2025-05-09 16:21:15,860 - INFO - Speed: 337.32 samples/sec, Loss: 12.6380, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 139
2025-05-09 16:21:16,415 - INFO - Speed: 406.91 samples/sec, Loss: 12.9826, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 140
2025-05-09 16:21:16,986 - INFO - Speed: 383.51 samples/sec, Loss: 9.8917, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 141
2025-05-09 16:21:17,551 - INFO - Speed: 414.71 samples/sec, Loss: 15.6264, Accuracy: 0.4062, Learning Rate: 0.100000, Epoch: 1, Global Step: 142
2025-05-09 16:21:18,119 - INFO - Speed: 409.41 samples/sec, Loss: 14.2741, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 143
2025-05-09 16:21:18,712 - INFO - Speed: 417.08 samples/sec, Loss: 22.2701, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 144
2025-05-09 16:21:19,307 - INFO - Speed: 290.45 samples/sec, Loss: 15.8330, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 145
2025-05-09 16:21:19,913 - INFO - Speed: 313.04 samples/sec, Loss: 16.4212, Accuracy: 0.3125, Learning Rate: 0.100000, Epoch: 1, Global Step: 146
2025-05-09 16:21:20,485 - INFO - Speed: 325.89 samples/sec, Loss: 15.6455, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 147
2025-05-09 16:21:21,112 - INFO - Speed: 365.07 samples/sec, Loss: 11.0863, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 148
2025-05-09 16:21:21,676 - INFO - Speed: 360.82 samples/sec, Loss: 12.3562, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 149
2025-05-09 16:21:22,262 - INFO - Speed: 388.59 samples/sec, Loss: 15.8874, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 150
2025-05-09 16:21:22,846 - INFO - Speed: 403.14 samples/sec, Loss: 16.3673, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 151
2025-05-09 16:21:23,415 - INFO - Speed: 421.39 samples/sec, Loss: 17.3299, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 152
2025-05-09 16:21:23,983 - INFO - Speed: 421.28 samples/sec, Loss: 10.5650, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 153
2025-05-09 16:21:24,537 - INFO - Speed: 417.53 samples/sec, Loss: 12.7428, Accuracy: 0.3750, Learning Rate: 0.100000, Epoch: 1, Global Step: 154
2025-05-09 16:21:25,101 - INFO - Speed: 356.86 samples/sec, Loss: 13.7786, Accuracy: 0.5000, Learning Rate: 0.100000, Epoch: 1, Global Step: 155
2025-05-09 16:21:25,674 - INFO - Speed: 330.91 samples/sec, Loss: 11.0258, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 156
2025-05-09 16:21:26,240 - INFO - Speed: 375.37 samples/sec, Loss: 14.1822, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 157
2025-05-09 16:21:26,801 - INFO - Speed: 384.23 samples/sec, Loss: 13.0916, Accuracy: 0.5625, Learning Rate: 0.100000, Epoch: 1, Global Step: 158
2025-05-09 16:21:27,372 - INFO - Speed: 414.28 samples/sec, Loss: 15.0203, Accuracy: 0.4375, Learning Rate: 0.100000, Epoch: 1, Global Step: 159
2025-05-09 16:21:27,930 - INFO - Speed: 425.89 samples/sec, Loss: 16.4908, Accuracy: 0.4688, Learning Rate: 0.100000, Epoch: 1, Global Step: 160
2025-05-09 16:21:28,496 - INFO - Speed: 406.65 samples/sec, Loss: 13.5897, Accuracy: 0.3438, Learning Rate: 0.100000, Epoch: 1, Global Step: 161
